출처기관제어번호,자료유형,제목,부제목,저자,발행처,발행지역,발행년,내용유형,크기,본문언어,가격,분야
KSE200701101,연속간행물,Coreana,colour,코리아나화장품,코리아나화장품,서울,2007-,text,25-27 cm,kor,No data,생활과학
KSE200701101,연속간행물,Coreana,colour,코리아나화장품,코리아나화장품,서울,2007-,text,25-27 cm,kor,No data,생활과학
KSE200201796,연속간행물,Corrosion science and technology,No data,Corrosion Science Society of Korea,Corrosion Science Society of Korea,서울,2002-,text,29 cm,eng,No data,제조업
KSE200201796,연속간행물,Corrosion science and technology,No data,Corrosion Science Society of Korea,Corrosion Science Society of Korea,서울,2002-,text,29 cm,eng,No data,제조업
KSE200201796,연속간행물,Corrosion science and technology,No data,Corrosion Science Society of Korea,Corrosion Science Society of Korea,서울,2002-,text,29 cm,eng,No data,제조업
KSE200201796,연속간행물,Corrosion science and technology,No data,Corrosion Science Society of Korea,Corrosion Science Society of Korea,서울,2002-,text,29 cm,eng,No data,제조업
KSE200201796,연속간행물,Corrosion science and technology,No data,Corrosion Science Society of Korea,Corrosion Science Society of Korea,서울,2002-,text,29 cm,eng,No data,제조업
KSE200201796,연속간행물,Corrosion science and technology,No data,Corrosion Science Society of Korea,Corrosion Science Society of Korea,서울,2002-,text,29 cm,eng,No data,제조업
KSE201300894,연속간행물,Coupled systems mechanics,No data,테크노프레스(KAB201728059),Techno-Press,대전,2012-,text,26 cm,eng,409.0,기계공학
KSE201300894,연속간행물,Coupled systems mechanics,No data,테크노프레스(KAB201728059),Techno-Press,대전,2012-,text,26 cm,eng,409.0,기계공학
KSE201300894,연속간행물,Coupled systems mechanics,No data,테크노프레스(KAB201728059),Techno-Press,대전,2012-,text,26 cm,eng,409.0,기계공학
KSE201300894,연속간행물,Coupled systems mechanics,No data,테크노프레스(KAB201728059),Techno-Press,대전,2012-,text,26 cm,eng,409.0,기계공학
KSE201300894,연속간행물,Coupled systems mechanics,No data,테크노프레스(KAB201728059),Techno-Press,대전,2012-,text,26 cm,eng,409.0,기계공학
KSE201300894,연속간행물,Coupled systems mechanics,No data,테크노프레스(KAB201728059),Techno-Press,대전,2012-,text,26 cm,eng,409.0,기계공학
KSE201300297,연속간행물,Crane & access korea,No data,한국크레인협회;한국크레인안전협회,한국크레인안전협회,안양,2013-,text,26 cm,kor,No data,기계공학
KSE201300297,연속간행물,Crane & access korea,No data,한국크레인협회;한국크레인안전협회,한국크레인안전협회,안양,2013-,text,26 cm,kor,No data,기계공학
KSE201300297,연속간행물,Crane & access korea,No data,한국크레인협회;한국크레인안전협회,한국크레인안전협회,안양,2013-,text,26 cm,kor,No data,기계공학
KSE201300297,연속간행물,Crane & access korea,No data,한국크레인협회;한국크레인안전협회,한국크레인안전협회,안양,2013-,text,26 cm,kor,No data,기계공학
KSE201300297,연속간행물,Crane & access korea,No data,한국크레인협회;한국크레인안전협회,한국크레인안전협회,안양,2013-,text,26 cm,kor,No data,기계공학
KSE201300297,연속간행물,Crane & access korea,No data,한국크레인협회;한국크레인안전협회,한국크레인안전협회,안양,2013-,text,26 cm,kor,No data,기계공학
KSE201501655,연속간행물,Crazy giant,No data,Giant,Giant,서울,2015-,text,28 cm,kor,7500.0,일반연속간행물
KSE201501655,연속간행물,Crazy giant,No data,Giant,Giant,서울,2015-,text,28 cm,kor,7500.0,일반연속간행물
KSE201501655,연속간행물,Crazy giant,No data,Giant,Giant,서울,2015-,text,28 cm,kor,7500.0,일반연속간행물
KSE201501655,연속간행물,Crazy giant,No data,Giant,Giant,서울,2015-,text,28 cm,kor,7500.0,일반연속간행물
KSE201501655,연속간행물,Crazy giant,No data,Giant,Giant,서울,2015-,text,28 cm,kor,7500.0,일반연속간행물
KSE201501655,연속간행물,Crazy giant,No data,Giant,Giant,서울,2015-,text,28 cm,kor,7500.0,일반연속간행물
KSE201501655,연속간행물,Crazy giant,No data,Giant,Giant,서울,2015-,text,28 cm,kor,7500.0,일반연속간행물
KSE201501655,연속간행물,Crazy giant,No data,Giant,Giant,서울,2015-,text,28 cm,kor,7500.0,일반연속간행물
KSE201501655,연속간행물,Crazy giant,No data,Giant,Giant,서울,2015-,text,28 cm,kor,7500.0,일반연속간행물
KSE201501655,연속간행물,Crazy giant,No data,Giant,Giant,서울,2015-,text,28 cm,kor,7500.0,일반연속간행물
KSE201501655,연속간행물,Crazy giant,No data,Giant,Giant,서울,2015-,text,28 cm,kor,7500.0,일반연속간행물
KSE201501655,연속간행물,Crazy giant,No data,Giant,Giant,서울,2015-,text,28 cm,kor,7500.0,일반연속간행물
KSE202200361,연속간행물,Crazy giant special edition,No data,크레이지 자이언트,크레이지 자이언트,화성,2017-,text,28 cm,kor,18500.0,생활과학
KSE202100017,연속간행물,Culture and the world review,No data,한국외국어대학교.국제지역연구센터.HK+ 국가전략사업단,한국외국어대학교 국제지역연구센터 HK+ 국가전략사업단,서울,2020-,text,23 cm,kor,No data,예술
KSE202100017,연속간행물,Culture and the world review,No data,한국외국어대학교.국제지역연구센터.HK+ 국가전략사업단,한국외국어대학교 국제지역연구센터 HK+ 국가전략사업단,서울,2020-,text,23 cm,kor,No data,예술
KSE201600965,연속간행물,Current opinion in lipidology,No data,아이엠이디,아이엠이디,서울,2016-,text,26 cm,kor,No data,의학
KSE201600965,연속간행물,Current opinion in lipidology,No data,아이엠이디,아이엠이디,서울,2016-,text,26 cm,kor,No data,의학
KSE201600965,연속간행물,Current opinion in lipidology,No data,아이엠이디,아이엠이디,서울,2016-,text,26 cm,kor,No data,의학
KSE201700245,연속간행물,Current optics and photonics,No data,Optical Society of Korea,Optical Society of Korea,서울,2017-,text,29 cm,eng,No data,기계공학
KSE201700245,연속간행물,Current optics and photonics,No data,Optical Society of Korea,Optical Society of Korea,서울,2017-,text,29 cm,eng,No data,기계공학
KSE201700245,연속간행물,Current optics and photonics,No data,Optical Society of Korea,Optical Society of Korea,서울,2017-,text,29 cm,eng,No data,기계공학
KSE201700245,연속간행물,Current optics and photonics,No data,Optical Society of Korea,Optical Society of Korea,서울,2017-,text,29 cm,eng,No data,기계공학
KSE201700245,연속간행물,Current optics and photonics,No data,Optical Society of Korea,Optical Society of Korea,서울,2017-,text,29 cm,eng,No data,기계공학
KSE201700245,연속간행물,Current optics and photonics,No data,Optical Society of Korea,Optical Society of Korea,서울,2017-,text,29 cm,eng,No data,기계공학
KSE201301040,연속간행물,Current photovoltaic research,No data,한국태양광발전학회,한국태양광발전학회,서울,2013-,text,29 cm,kor,No data,"전기공학,전자공학"
KSE201301040,연속간행물,Current photovoltaic research,No data,한국태양광발전학회,한국태양광발전학회,서울,2013-,text,29 cm,kor,No data,"전기공학,전자공학"
KSE201301040,연속간행물,Current photovoltaic research,No data,한국태양광발전학회,한국태양광발전학회,서울,2013-,text,29 cm,kor,No data,"전기공학,전자공학"
KSE201301040,연속간행물,Current photovoltaic research,No data,한국태양광발전학회,한국태양광발전학회,서울,2013-,text,29 cm,kor,No data,"전기공학,전자공학"
KSE201300236,연속간행물,Current topics in lactic acid bacteria and probiotics,No data,한국유산균학회;한국유산균·프로바이오틱스학회,한국유산균학회,화성,2013-,text,28 cm,kor,No data,화학공학
KSE201300236,연속간행물,Current topics in lactic acid bacteria and probiotics,No data,한국유산균학회;한국유산균·프로바이오틱스학회,한국유산균학회,화성,2013-,text,28 cm,kor,No data,화학공학
KSE199602783,연속간행물,D.H. 로렌스 연구,No data,한국외국어대학교.한국로렌스학회,한국로렌스학회,서울,1991-,text,22-23 cm,kor,10000.0,영미문학
KSE199602783,연속간행물,D.H. 로렌스 연구,No data,한국외국어대학교.한국로렌스학회,한국로렌스학회,서울,1991-,text,22-23 cm,kor,10000.0,영미문학
KSE201400193,연속간행물,DGFEZ Magazine,No data,DGFEZ,DGFEZ,대구,2013-,text,27-28 cm,eng,No data,경제학
KSE201301357,연속간행물,DGFEZ Magazine,No data,대구경북경제자유구역청,대구경북경제자유구역청,대구,2013-,text,28 cm,kor,No data,경제학
KSE201400193,연속간행물,DGFEZ Magazine,No data,DGFEZ,DGFEZ,대구,2013-,text,27-28 cm,eng,No data,경제학
KSE202001014,연속간행물,DQS magazine,No data,국방기술품질원;국방품질연구회,국방기술품질원 국방품질연구회,진주,2020-,text,27 cm,kor,No data,"국방,군사학"
KSE202001014,연속간행물,DQS magazine,No data,국방기술품질원;국방품질연구회,국방기술품질원 국방품질연구회,진주,2020-,text,27 cm,kor,No data,"국방,군사학"
KSE200401489,연속간행물,Daily Bible,영한매일성경,한국성서유니온선교회,한국성서유니온선교회,서울,2004-,text,23 cm,kor,4500.0,기독교
KSE200401489,연속간행물,Daily Bible,영한매일성경,한국성서유니온선교회,한국성서유니온선교회,서울,2004-,text,23 cm,kor,4500.0,기독교
KSE200401489,연속간행물,Daily Bible,영한매일성경,한국성서유니온선교회,한국성서유니온선교회,서울,2004-,text,23 cm,kor,4500.0,기독교
KSE200401489,연속간행물,Daily Bible,영한매일성경,한국성서유니온선교회,한국성서유니온선교회,서울,2004-,text,23 cm,kor,4500.0,기독교
KSE200401489,연속간행물,Daily Bible,영한매일성경,한국성서유니온선교회,한국성서유니온선교회,서울,2004-,text,23 cm,kor,4500.0,기독교
KSE200401489,연속간행물,Daily Bible,영한매일성경,한국성서유니온선교회,한국성서유니온선교회,서울,2004-,text,23 cm,kor,4500.0,기독교
KSE200000517,연속간행물,Daily bread,No data,UBF Press;대학생성경읽기선교회,UBF Press,서울,-,text,23 cm,eng,5000.0,기독교
KSE200000517,연속간행물,Daily bread,No data,UBF Press;대학생성경읽기선교회,UBF Press,서울,-,text,23 cm,eng,5000.0,기독교
KSE200000517,연속간행물,Daily bread,No data,UBF Press;대학생성경읽기선교회,UBF Press,서울,-,text,23 cm,eng,5000.0,기독교
KSE200000517,연속간행물,Daily bread,No data,UBF Press;대학생성경읽기선교회,UBF Press,서울,-,text,23 cm,eng,5000.0,기독교
KSE200000517,연속간행물,Daily bread,No data,UBF Press;대학생성경읽기선교회,UBF Press,서울,-,text,23 cm,eng,5000.0,기독교
KSE200000517,연속간행물,Daily bread,No data,UBF Press;대학생성경읽기선교회,UBF Press,서울,-,text,23 cm,eng,5000.0,기독교
KSE200501322,연속간행물,Daily power,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501322,연속간행물,Daily power,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501322,연속간행물,Daily power,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501322,연속간행물,Daily power,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501322,연속간행물,Daily power,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501322,연속간행물,Daily power,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501322,연속간행물,Daily power,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501322,연속간행물,Daily power,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501322,연속간행물,Daily power,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501322,연속간행물,Daily power,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501322,연속간행물,Daily power,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501322,연속간행물,Daily power,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE201101179,연속간행물,Dailymedi,No data,데일리메디,데일리메디,서울,-,text,29 cm,kor,No data,의학
KSE201101179,연속간행물,Dailymedi,No data,데일리메디,데일리메디,서울,-,text,29 cm,kor,No data,의학
KSE201101179,연속간행물,Dailymedi,No data,데일리메디,데일리메디,서울,-,text,29 cm,kor,No data,의학
KSE201101179,연속간행물,Dailymedi,No data,데일리메디,데일리메디,서울,-,text,29 cm,kor,No data,의학
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE200801341,연속간행물,Dazed & confused Korea,No data,미디어블링;렉스트림,미디어블링,서울,2008-,text,30 cm,kor,12000.0,일반연속간행물
KSE202101974,연속간행물,"Dear, Les",No data,디어엘,디어엘,대구,2021-,text,26 cm,kor,15000.0,"사회학,사회문제"
KSE200400351,연속간행물,Dementia and neurocognitive disorders,DND,대한치매학회,대한치매학회,서울,2003-,text,29 cm,eng,No data,의학
KSE200400351,연속간행물,Dementia and neurocognitive disorders,DND,대한치매학회,대한치매학회,서울,2003-,text,29 cm,eng,No data,의학
KSE200400351,연속간행물,Dementia and neurocognitive disorders,DND,대한치매학회,대한치매학회,서울,2003-,text,29 cm,eng,No data,의학
KSE200400351,연속간행물,Dementia and neurocognitive disorders,DND,대한치매학회,대한치매학회,서울,2003-,text,29 cm,eng,No data,의학
KSE202101347,연속간행물,Dermatologist,No data,엠엠케이커뮤니케이션즈,엠엠케이커뮤니케이션즈,서울,2021-,text,No data,kor,No data,의학
KSE201600615,연속간행물,Design research,No data,한국디자인리서치학회,한국디자인리서치학회,서울,2016-,text,26 cm,kor,20000.0,"회화,도화,디자인  "
KSE201600615,연속간행물,Design research,No data,한국디자인리서치학회,한국디자인리서치학회,서울,2016-,text,26 cm,kor,20000.0,"회화,도화,디자인  "
KSE201600615,연속간행물,Design research,No data,한국디자인리서치학회,한국디자인리서치학회,서울,2016-,text,26 cm,kor,20000.0,"회화,도화,디자인  "
KSE201600615,연속간행물,Design research,No data,한국디자인리서치학회,한국디자인리서치학회,서울,2016-,text,26 cm,kor,20000.0,"회화,도화,디자인  "
KSE201900354,연속간행물,Design works,No data,한국디자인학회,한국디자인학회,화성,2018-,text,26 cm,kor,25000.0,"회화,도화,디자인  "
KSE201900354,연속간행물,Design works,No data,한국디자인학회,한국디자인학회,화성,2018-,text,26 cm,kor,25000.0,"회화,도화,디자인  "
KSE199801617,연속간행물,Development & reproduction,No data,한국발생생물학회,한국발생생물학회,서울,1997-,text,28 cm,kor,No data,생명과학
KSE199801617,연속간행물,Development & reproduction,No data,한국발생생물학회,한국발생생물학회,서울,1997-,text,28 cm,kor,No data,생명과학
KSE199801617,연속간행물,Development & reproduction,No data,한국발생생물학회,한국발생생물학회,서울,1997-,text,28 cm,kor,No data,생명과학
KSE199801617,연속간행물,Development & reproduction,No data,한국발생생물학회,한국발생생물학회,서울,1997-,text,28 cm,kor,No data,생명과학
KSE200802091,연속간행물,Diabetes & metabolism journal,dmj,대한당뇨병학회,대한당뇨병학회,서울,2008-,text,26-28 cm,eng,No data,의학
KSE200802091,연속간행물,Diabetes & metabolism journal,dmj,대한당뇨병학회,대한당뇨병학회,서울,2008-,text,26-28 cm,eng,No data,의학
KSE200802091,연속간행물,Diabetes & metabolism journal,dmj,대한당뇨병학회,대한당뇨병학회,서울,2008-,text,26-28 cm,eng,No data,의학
KSE200802091,연속간행물,Diabetes & metabolism journal,dmj,대한당뇨병학회,대한당뇨병학회,서울,2008-,text,26-28 cm,eng,No data,의학
KSE200802091,연속간행물,Diabetes & metabolism journal,dmj,대한당뇨병학회,대한당뇨병학회,서울,2008-,text,26-28 cm,eng,No data,의학
KSE200802091,연속간행물,Diabetes & metabolism journal,dmj,대한당뇨병학회,대한당뇨병학회,서울,2008-,text,26-28 cm,eng,No data,의학
KSE201501618,연속간행물,Diakonia,No data,서울장신대학교.디아코니아연구소,서울장신대학교 디아코니아연구소,광주,2013-,text,23 cm,kor,No data,기독교
KSE201600157,연속간행물,Digital insight,No data,웹스미디어,웹스미디어,서울,2016-,text,28 cm,kor,18000.0,총류
KSE201600157,연속간행물,Digital insight,No data,웹스미디어,웹스미디어,서울,2016-,text,28 cm,kor,18000.0,총류
KSE201600157,연속간행물,Digital insight,No data,웹스미디어,웹스미디어,서울,2016-,text,28 cm,kor,18000.0,총류
KSE201600157,연속간행물,Digital insight,No data,웹스미디어,웹스미디어,서울,2016-,text,28 cm,kor,18000.0,총류
KSE201600157,연속간행물,Digital insight,No data,웹스미디어,웹스미디어,서울,2016-,text,28 cm,kor,18000.0,총류
KSE201600157,연속간행물,Digital insight,No data,웹스미디어,웹스미디어,서울,2016-,text,28 cm,kor,18000.0,총류
KSE199509266,연속간행물,Diplomacy,No data,Diplomacy,Diplomacy,서울,-,text,30 cm,eng,9000.0,정치학
KSE199509266,연속간행물,Diplomacy,No data,Diplomacy,Diplomacy,서울,-,text,30 cm,eng,9000.0,정치학
KSE199509266,연속간행물,Diplomacy,No data,Diplomacy,Diplomacy,서울,-,text,30 cm,eng,9000.0,정치학
KSE200501308,연속간행물,Direct news,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501308,연속간행물,Direct news,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501308,연속간행물,Direct news,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501308,연속간행물,Direct news,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501308,연속간행물,Direct news,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501308,연속간행물,Direct news,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501308,연속간행물,Direct news,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501308,연속간행물,Direct news,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501308,연속간행물,Direct news,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501308,연속간행물,Direct news,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501308,연속간행물,Direct news,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE200501308,연속간행물,Direct news,No data,동시영어사;아이칼리지,동시영어사,서울,2005-,text,12 cm,kor,55000.0,영어
KSE199511740,연속간행물,Direct selling,DS,용안커뮤니케이션;김앤김미디어,용안커뮤니케이션,서울,1995-,text,30 cm,kor,15000.0,경제학
KSE199511740,연속간행물,Direct selling,DS,용안커뮤니케이션;김앤김미디어,용안커뮤니케이션,서울,1995-,text,30 cm,kor,15000.0,경제학
KSE199511740,연속간행물,Direct selling,DS,용안커뮤니케이션;김앤김미디어,용안커뮤니케이션,서울,1995-,text,30 cm,kor,15000.0,경제학
KSE199511740,연속간행물,Direct selling,DS,용안커뮤니케이션;김앤김미디어,용안커뮤니케이션,서울,1995-,text,30 cm,kor,15000.0,경제학
KSE201900783,연속간행물,Directory,"finding place, binding life",직방;볼드피라미드,직방 볼드피라미드,,2019-,text,25 cm,kor,16000.0,"사회학,사회문제"
KSE201900783,연속간행물,Directory,"finding place, binding life",직방;볼드피라미드,직방 볼드피라미드,,2019-,text,25 cm,kor,16000.0,"사회학,사회문제"
KSE201900783,연속간행물,Directory,"finding place, binding life",직방;볼드피라미드,직방 볼드피라미드,,2019-,text,25 cm,kor,16000.0,"사회학,사회문제"
KSE201900783,연속간행물,Directory,"finding place, binding life",직방;볼드피라미드,직방 볼드피라미드,,2019-,text,25 cm,kor,16000.0,"사회학,사회문제"
KSE201900170,연속간행물,Disastronomy,No data,Crisis and Emergency Management: Theory and Praxis,Crisis and Emergency Management Theory and Praxis,청주,2018-,text,30 cm,kor,No data,행정학
KSE201900170,연속간행물,Disastronomy,No data,Crisis and Emergency Management: Theory and Praxis,Crisis and Emergency Management Theory and Praxis,청주,2018-,text,30 cm,kor,No data,행정학
KSE202101803,연속간행물,Diversity,No data,Dongguk University.Institute for Multicultural Intergration,"Institute for Multicultural Intergration, Dongguk University",서울,2021-,text,No data,eng,No data,사회과학
KSE200600044,연속간행물,Do better tomorrow,화승그룹 라이프 매거진,화승그룹,和承그룹,부산,2005-2021,text,27-28 cm,kor,No data,제조업
KSE200600044,연속간행물,Do better tomorrow,화승그룹 라이프 매거진,화승그룹,和承그룹,부산,2005-2021,text,27-28 cm,kor,No data,제조업
KSE200600044,연속간행물,Do better tomorrow,화승그룹 라이프 매거진,화승그룹,和承그룹,부산,2005-2021,text,27-28 cm,kor,No data,제조업
KSE200600044,연속간행물,Do better tomorrow,화승그룹 라이프 매거진,화승그룹,和承그룹,부산,2005-2021,text,27-28 cm,kor,No data,제조업
KSE202101992,연속간행물,Dodram insight,No data,도드람양돈농협,도드람양돈농협 마케팅본부,이천,2021-,text,No data,kor,No data,"농업,농학"
KSE202101992,연속간행물,Dodram insight,No data,도드람양돈농협,도드람양돈농협 마케팅본부,이천,2021-,text,No data,kor,No data,"농업,농학"
KSE202200318,연속간행물,Domansa MAG.,No data,No data,도만사 도시건축 연구소,서울,2021-,text,28 cm,kor,14000.0,"건축,건축학"
KSE201900035,연속간행물,Domus,No data,One O One plus,One O One plus,서울,2018-,text,33 cm,kor,40000.0,"건축,건축학"
KSE201900035,연속간행물,Domus,No data,One O One plus,One O One plus,서울,2018-,text,33 cm,kor,40000.0,"건축,건축학"
KSE201401071,연속간행물,Dong-A journal of international business transactions law,No data,동아대학교.법학연구소,동아대학교 법학연구소,부산,2014-,text,25 cm,kor,No data,법학
KSE201401071,연속간행물,Dong-A journal of international business transactions law,No data,동아대학교.법학연구소,동아대학교 법학연구소,부산,2014-,text,25 cm,kor,No data,법학
KSE201401071,연속간행물,Dong-A journal of international business transactions law,No data,동아대학교.법학연구소,동아대학교 법학연구소,부산,2014-,text,25 cm,kor,No data,법학
KSE201401071,연속간행물,Dong-A journal of international business transactions law,No data,동아대학교.법학연구소,동아대학교 법학연구소,부산,2014-,text,25 cm,kor,No data,법학
KSE199601522,연속간행물,Dream,No data,在日韓國人本國投資協會,在日韓國人本國投資協會,서울,-,text,28-30 cm,jpn,No data,경제학
KSE199601522,연속간행물,Dream,No data,在日韓國人本國投資協會,在日韓國人本國投資協會,서울,-,text,28-30 cm,jpn,No data,경제학
KSE199601522,연속간행물,Dream,No data,在日韓國人本國投資協會,在日韓國人本國投資協會,서울,-,text,28-30 cm,jpn,No data,경제학
KSE199601522,연속간행물,Dream,No data,在日韓國人本國投資協會,在日韓國人本國投資協會,서울,-,text,28-30 cm,jpn,No data,경제학
KSE201300499,연속간행물,Dream Konkuk,Konkuk university magazine,건국대학교,건국대학교 홍보실,서울,2013-,text,27-29 cm,kor,No data,교육학
KSE202000188,연속간행물,Dreamer,"광주, 청년",광주청년일경험드림.통합지원기관;광주광역시;행정안전부,광주청년일경험드림 통합지원기관,광주,2019-,text,22 cm,kor,No data,"사회학,사회문제"
KSE202000188,연속간행물,Dreamer,"광주, 청년",광주청년일경험드림.통합지원기관;광주광역시;행정안전부,광주청년일경험드림 통합지원기관,광주,2019-,text,22 cm,kor,No data,"사회학,사회문제"
KSE202000188,연속간행물,Dreamer,"광주, 청년",광주청년일경험드림.통합지원기관;광주광역시;행정안전부,광주청년일경험드림 통합지원기관,광주,2019-,text,22 cm,kor,No data,"사회학,사회문제"
KSE202000188,연속간행물,Dreamer,"광주, 청년",광주청년일경험드림.통합지원기관;광주광역시;행정안전부,광주청년일경험드림 통합지원기관,광주,2019-,text,22 cm,kor,No data,"사회학,사회문제"
KSE202000188,연속간행물,Dreamer,"광주, 청년",광주청년일경험드림.통합지원기관;광주광역시;행정안전부,광주청년일경험드림 통합지원기관,광주,2019-,text,22 cm,kor,No data,"사회학,사회문제"
KSE202000188,연속간행물,Dreamer,"광주, 청년",광주청년일경험드림.통합지원기관;광주광역시;행정안전부,광주청년일경험드림 통합지원기관,광주,2019-,text,22 cm,kor,No data,"사회학,사회문제"
KSE201700550,연속간행물,Drip,Specially coffee magazine,레드닷 컴퍼니;드립매거진,레드닷 컴퍼니,서울,2017-,text,28 cm,kor,16500.0,화학공학
KSE201700550,연속간행물,Drip,Specially coffee magazine,레드닷 컴퍼니;드립매거진,레드닷 컴퍼니,서울,2017-,text,28 cm,kor,16500.0,화학공학
KSE201700550,연속간행물,Drip,Specially coffee magazine,레드닷 컴퍼니;드립매거진,레드닷 컴퍼니,서울,2017-,text,28 cm,kor,16500.0,화학공학
KSE201000915,연속간행물,E-chem 매거진,No data,한국전기화학회,한국전기화학회,서울,2010-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE201000915,연속간행물,E-chem 매거진,No data,한국전기화학회,한국전기화학회,서울,2010-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE201800417,연속간행물,E-뉴스레터,No data,금융경제연구소,금융경제연구소,서울,-,text,26 cm,kor,No data,경제학
KSE201800417,연속간행물,E-뉴스레터,No data,금융경제연구소,금융경제연구소,서울,-,text,26 cm,kor,No data,경제학
KSE201700578,연속간행물,E2M 전기 전자와 첨단 소재,No data,한국전기전자재료학회,한국전기전자재료학회,서울,2017-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE201700578,연속간행물,E2M 전기 전자와 첨단 소재,No data,한국전기전자재료학회,한국전기전자재료학회,서울,2017-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE201700578,연속간행물,E2M 전기 전자와 첨단 소재,No data,한국전기전자재료학회,한국전기전자재료학회,서울,2017-,text,26 cm,kor,No data,"전기공학,전자공학"
